Stufe;Place1;Place2;Place3;Place4;Place5;Longitude;Latitude;Zoom;Icon
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Stürzelbach;;E7.6167;N50.6500;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Marzhausen;;E7.7558;N50.6911;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Heuzert;;E7.7598;N50.6991;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Hachenburg;;E7.8228;N50.6600;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Gehlert;;E7.8294;N50.6417;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Astert;;E7.7783;N50.6950;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Streithausen;;E7.8153;N50.6936;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Norken;;E7.8978;N50.6728;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Luckenbach;;E7.8333;N50.7000;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Stein-Wingert;;E7.7408;N50.7225;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Mörsbach;;E7.7833;N50.7267;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Wied;;E7.7572;N50.6392;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Linden;;E7.8500;N50.6000;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Dreifelden;;E7.8361;N50.5914;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Müschenbach;;E7.7833;N50.6833;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Kundert;;E7.7919;N50.7186;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Kirburg;;E7.9333;N50.6833;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Lochum;;E7.8660;N50.6056;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Steinebach an der Wied;;E7.8167;N50.6333;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Merkelbach;;E7.7697;N50.6456;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Höchstenbach;;E7.7447;N50.6336;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Atzelgift;;E7.8333;N50.7000;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Heimborn;;E7.7500;N50.7000;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Limbach;;E7.8000;N50.7000;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Malberg;;E7.8167;N50.7167;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Kescheid;;E7.4833;N50.6667;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Seifen;;E7.5667;N50.6333;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Reiferscheid;;E7.5500;N50.6500;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Flammersfeld;;E7.5271;N50.6471;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Eichen;;E7.5333;N50.6333;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Seelbach;;E7.5653;N50.6402;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Schürdt;;E7.5500;N50.6667;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Eulenberg;;E7.4758;N50.6061;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Ziegenhain;;E7.5333;N50.6833;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Walterschen;;E7.5667;N50.6833;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Rott;;E7.5167;N50.6333;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Peterslahr;;E7.4667;N50.6167;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Giershausen;;E7.5461;N50.6811;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Orfgen;;E7.5333;N50.6667;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Berzhausen;;E7.5667;N50.6667;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Burglahr;;E7.4969;N50.6178;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Hirz-Maulsbach;;E7.4833;N50.6833;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Kircheib;;E7.4597;N50.7092;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Mehren;;E7.5000;N50.6833;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Werkhausen;;E7.5333;N50.7333;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Weyerbusch;;E7.5500;N50.7167;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Forstmehren;;E7.5333;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Fiersbach;;E7.5000;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Kraam;;E7.5333;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Oberirsen;;E7.5833;N50.7167;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Wölmersen;;E7.6000;N50.7167;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Hasselbach;;E7.5167;N50.7167;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Ersfeld;;E7.5167;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Rettersen;;E7.5000;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Mammelzen;;E7.6667;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Sörth;;E7.6833;N50.7000;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Obernau;;E7.5667;N50.6667;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Schöneberg;;E7.6000;N50.6667;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Neitersen;;E7.5851;N50.6685;12;
4;DE;Rheinland-Pfalz;Landkreis Neuwied;Rodenbach;;E7.6497;N50.6380;12;
4;DE;Rheinland-Pfalz;Landkreis Neuwied;Oberdreis;;E7.6659;N50.6257;12;
4;DE;Rheinland-Pfalz;Landkreis Altenkirchen;Oberlahr;;E7.5169;N50.6230;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Alpenrod;;E7.8667;N50.6333;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Welkenbach;;E7.7264;N50.6333;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Hattert;;E7.7667;N50.6667;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Winkelbach;;E7.7331;N50.6497;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Nister;;E7.8383;N50.6758;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Nistertal;;E7.9000;N50.6333;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Enspel;;E7.8833;N50.6167;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Unnau;;E7.9083;N50.6488;12;
4;DE;Rheinland-Pfalz;Westerwaldkreis;Bölsberg;;E7.9167;N50.6667;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Sauerthal;;E7.8211;N50.0855;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Oberneisen;;E8.0772;N50.3255;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Holzheim;;E8.0483;N50.3545;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Kaltenholzhausen;;E8.1000;N50.3000;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Balduinstein;;E7.9667;N50.3500;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Lohrheim;;E8.0500;N50.3167;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Langenscheid;;E7.9517;N50.3560;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Cramberg;;E7.9427;N50.3417;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Isselbach;;E7.9000;N50.4000;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Burgschwalbach;;E8.0833;N50.2833;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Flacht;;E8.0503;N50.3453;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Hirschberg;;E7.9249;N50.3788;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Gückingen;;E8.0073;N50.3909;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Eppenrod;;E7.9297;N50.4047;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Heistenbach;;E7.9863;N50.3793;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Aull;;E8.0019;N50.3856;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Hambach;;E7.9833;N50.4000;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Diez;;E8.0074;N50.3742;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Schiesheim;;E8.0550;N50.2772;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Netzbach;;E8.1000;N50.3167;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Hahnstätten;;E8.0667;N50.3000;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Mudershausen;;E8.0333;N50.2833;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Altendiez;;E7.9833;N50.3667;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Birlenbach;;E8.0027;N50.3581;12;
4;DE;Rheinland-Pfalz;Rhein-Lahn-Kreis;Niederneisen;;E8.0500;N50.3333;12;
4;DE;Rheinland-Pfalz;Zweibrücken, kreisfreie Stadt;Zweibrücken;;E7.3698;N49.2469;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Riedelberg;;E7.4500;N49.1833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Großsteinhausen;;E7.4500;N49.1833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Battweiler;;E7.4637;N49.2785;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Kleinsteinhausen;;E7.4667;N49.2000;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Althornbach;;E7.3667;N49.2000;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Walshausen;;E7.4833;N49.2167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Dietrichingen;;E7.4167;N49.1833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Schmitshausen;;E7.5167;N49.3000;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Winterbach;;E7.4731;N49.3030;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Contwig;;E7.4333;N49.2500;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Mauschbach;;E7.4000;N49.1833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Hornbach;;E7.3688;N49.1878;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Großbundenbach;;E7.4167;N49.3000;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Kleinbundenbach;;E7.4333;N49.3167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Dellfeld;;E7.4740;N49.2340;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Bottenbach;;E7.5000;N49.1833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Maßweiler;;E7.5333;N49.2667;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Reifenberg;;E7.5096;N49.2828;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Rieschweiler-Mühlbach;;E7.5000;N49.2333;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Landstuhl;;E7.5702;N49.4131;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Bann;;E7.6167;N49.3833;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Linden;;E7.6500;N49.3500;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Queidersbach;;E7.6333;N49.3667;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Horbach;;E7.6500;N49.3333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Steinalben;;E7.6500;N49.3167;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Mittelbrunn;;E7.5500;N49.3667;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Oberarnbach;;E7.5833;N49.3833;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Hauptstuhl;;E7.4833;N49.4000;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Kindsbach;;E7.6167;N49.4167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Schellweiler;;E7.3916;N49.5140;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Ruthweiler;;E7.3667;N49.5500;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Kusel;;E7.4047;N49.5377;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Blaubach;;E7.4000;N49.5667;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Selchenbach;;E7.3000;N49.5000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Reichweiler;;E7.2833;N49.5333;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Ehweiler;;E7.3667;N49.5167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Oberalben;;E7.4000;N49.5833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Herchweiler;;E7.2935;N49.5140;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Pfeffelbach;;E7.3277;N49.5395;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Theisbergstegen;;E7.3333;N49.5206;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Körborn;;E7.3667;N49.5667;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Etschberg;;E7.4333;N49.5167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Konken;;E7.3539;N49.5088;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Albessen;;E7.3333;N49.5167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Thallichtenberg;;E7.3509;N49.5582;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Dennweiler-Frohnbach;;E7.3833;N49.5833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Haschbach am Remigiusberg;;E7.4333;N49.5333;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Ramstein-Miesenbach;;E7.5553;N49.4445;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Kollweiler;;E7.5833;N49.5167;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Reichenbach-Steegen;;E7.5500;N49.5000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Niederstaufenbach;;E7.5167;N49.5333;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Kottweiler-Schwanden;;E7.5333;N49.4833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Oberstaufenbach;;E7.5099;N49.5160;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Steinwenden;;E7.5273;N49.4571;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Niedermohr;;E7.4696;N49.4590;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Hütschenhausen;;E7.4833;N49.4167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Bedesbach;;E7.4579;N49.5685;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Altenglan;;E7.4667;N49.5500;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Elzweiler;;E7.5167;N49.5833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Glanbrücken;;E7.5333;N49.6167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Föckelberg;;E7.4833;N49.5333;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Ulmet;;E7.4500;N49.5833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Bosenbach;;E7.5303;N49.5402;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Rutsweiler am Glan;;E7.4500;N49.5333;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Welchweiler;;E7.5000;N49.5833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Rammelsbach;;E7.4439;N49.5417;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Jettenbach;;E7.5572;N49.5348;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Niederalben;;E7.4667;N49.6000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Erdesbach;;E7.4422;N49.5743;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Sankt Julian;;E7.5167;N49.6167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Rathsweiler;;E7.4667;N49.6000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Neunkirchen am Potzberg;;E7.4833;N49.5000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Horschbach;;E7.5333;N49.5833;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Bruchmühlbach-Miesau;;E7.4333;N49.3833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Rosenkopf;;E7.4333;N49.3500;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Bechhofen;;E7.4000;N49.3500;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Langwieden;;E7.5000;N49.3833;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Lambsborn;;E7.4333;N49.3667;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Wiesbach;;E7.4500;N49.3333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Käshofen;;E7.4167;N49.3333;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Martinshöhe;;E7.4833;N49.3667;12;
4;DE;Rheinland-Pfalz;Landkreis Kaiserslautern;Gerhardsbrunn;;E7.5167;N49.3500;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Krähenberg;;E7.4667;N49.3333;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Schönenberg-Kübelberg;;E7.3723;N49.4074;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Gries;;E7.4000;N49.4167;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Altenkirchen;;E7.3208;N49.4431;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Dittweiler;;E7.3356;N49.4303;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Frohnhofen;;E7.2994;N49.4538;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Ohmbach;;E7.3500;N49.4500;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Brücken;;E7.3600;N49.4317;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Börsborn;;E7.4000;N49.4333;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Rehweiler;;E7.4421;N49.4857;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Glan-Münchweiler;;E7.4420;N49.4722;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Herschweiler-Pettersheim;;E7.3500;N49.4833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Krottelbach;;E7.3333;N49.4667;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Nanzdietschweiler;;E7.4500;N49.4500;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Hüffler;;E7.3833;N49.5000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Wahnwegen;;E7.3764;N49.4847;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Steinbach am Glan;;E7.3833;N49.4500;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Quirnbach;;E7.4202;N49.4750;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Henschtal;;E7.4000;N49.4667;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Langenbach;;E7.3277;N49.4936;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Matzenbach;;E7.4667;N49.5000;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Waldmohr;;E7.3333;N49.3833;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Breitenbach;;E7.2667;N49.4333;12;
4;DE;Rheinland-Pfalz;Landkreis Kusel;Dunzweiler;;E7.3055;N49.4159;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Biedershausen;;E7.4833;N49.3167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Wallhalben;;E7.5215;N49.3171;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Knopp-Labach;;E7.5000;N49.3333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Saalstadt;;E7.5500;N49.3167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Herschberg;;E7.5482;N49.3050;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Hettenhausen;;E7.5500;N49.3333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Hermersberg;;E7.6333;N49.3167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Weselberg;;E7.6078;N49.3366;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Schauerberg;;E7.5833;N49.3167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Obernheim-Kirchenarnbach;;E7.5833;N49.3500;12;
4;DE;Rheinland-Pfalz;Pirmasens, kreisfreie Stadt;Pirmasens;;E7.6290;N49.2149;12;
4;DE;Rheinland-Pfalz;Pirmasens, kreisfreie Stadt;Pirmasens;;E7.5911;N49.2071;12;
4;DE;Rheinland-Pfalz;Pirmasens, kreisfreie Stadt;Pirmasens;;E7.6134;N49.1839;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Vinningen;;E7.5519;N49.1563;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Ruppertsweiler;;E7.6896;N49.1971;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Hilst;;E7.5333;N49.1333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Eppenbrunn;;E7.5667;N49.1167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Kröppen;;E7.5333;N49.1500;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Obersimten;;E7.5833;N49.1667;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Schweix;;E7.5167;N49.1333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Trulben;;E7.5437;N49.1392;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Lemberg;;E7.6511;N49.1731;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Rodalben;;E7.6396;N49.2394;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Leimen;;E7.7686;N49.2737;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Donsieders;;E7.6419;N49.2653;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Clausen;;E7.6773;N49.2607;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Merzalben;;E7.7308;N49.2447;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Münchweiler an der Rodalb;;E7.7000;N49.2167;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Thaleischweiler-Fröschen;;E7.5833;N49.2667;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Höheinöd;;E7.6067;N49.2897;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Petersberg;;E7.5667;N49.2333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Höhfröschen;;E7.5667;N49.2500;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Nünschweiler;;E7.5072;N49.2235;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Höheischweiler;;E7.5500;N49.2333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Dahn;;E7.7784;N49.1510;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Fischbach bei Dahn;;E7.7207;N49.0865;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Schindhard;;E7.8221;N49.1418;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Schönau;;E7.7479;N49.0606;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Hirschthal;;E7.7500;N49.0333;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Erfweiler;;E7.8123;N49.1571;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Ludwigswinkel;;E7.6667;N49.0833;12;
4;DE;Rheinland-Pfalz;Südwestpfalz;Hinterweidenthal;;E7.7500;N49.2000;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.4376;N49.4828;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.4454;N49.4705;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.4109;N49.4990;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.4162;N49.4603;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.4353;N49.4811;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.4022;N49.5235;12;
4;DE;Rheinland-Pfalz;Ludwigshafen am Rhein, kreisfreie Stadt;Ludwigshafen am Rhein;;E8.3791;N49.4890;12;
4;DE;Rheinland-Pfalz;Landkreis Bad Dürkheim;Bad Dürkheim;;E8.0814;N49.4563;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Schifferstadt;;E8.3775;N49.3842;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Mutterstadt;;E8.3561;N49.4414;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Limburgerhof;;E8.3919;N49.4244;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Altrip;;E8.4947;N49.4356;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Dannstadt-Schauernheim;;E8.3086;N49.4403;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Hochdorf-Assenheim;;E8.2817;N49.4194;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Rödersheim-Gronau;;E8.2614;N49.4300;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Maxdorf;;E8.2917;N49.4881;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Birkenheide;;E8.2619;N49.4814;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Fußgönheim;;E8.2922;N49.4611;12;
4;DE;Rheinland-Pfalz;Rhein-Pfalz-Kreis;Neuhofen;;E8.4247;N49.4278;12;
4;DE;Rheinland-Pfalz;Landkreis Bad Dürkheim;Deidesheim;;E8.1844;N49.4078;12;
4;DE;Rheinland-Pfalz;Landkreis Bad Dürkheim;Forst an der Weinstraße;;E8.1911;N49.4258;12;
