Stufe;Place1;Place2;Place3;Place4;Place5;Longitude;Latitude;Zoom;Icon
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow;;E14.2460;N52.1729;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche;;E14.1306;N52.1292;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Falkenberg;;E14.1333;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Briescht;;E14.1167;N52.1167;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Plattkow;;E14.0180;N52.1063;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Kossenblatt;;E14.0667;N52.1167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Giesensdorf;;E14.1333;N52.1333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Tauche;;E14.1667;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Ranzig;;E14.2000;N52.1167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Mittweide;;E14.1500;N52.0667;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Speichrow;;E14.2208;N52.0360;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Leißnitz;;E14.2167;N52.1167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Stremmen;;E14.1667;N52.1333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Behrensdorf;;E14.0500;N52.1833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Trebatsch;;E14.1667;N52.0833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland;;E14.3104;N52.0943;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Ragow-Merz;;E14.3250;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Görsdorf bei Beeskow;;E14.1000;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Groß Briesen;;E14.3833;N52.1167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Görzig;;E14.2000;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Buckow;;E14.1667;N52.1833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Schadow;;E14.2667;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Pieskow;;E14.2333;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Kohlsdorf;;E14.2000;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Bornow;;E14.2000;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Lindenberg;;E14.1333;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Friedland;;E14.2667;N52.1000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Oegeln;;E14.2833;N52.1833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Weichensdorf;;E14.3500;N52.0833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Niewisch;;E14.2333;N52.0833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Günthersdorf;;E14.3000;N52.0833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Ragow-Merz Ragow;;E14.3500;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Birkholz;;E14.2000;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Schneeberg;;E14.3333;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Reudnitz;;E14.3333;N52.1333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Tauche Werder;;E14.0333;N52.1167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Drahendorf;;E14.2333;N52.2833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Groß Rietz;;E14.2167;N52.2167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Kummerow;;E14.2333;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Neuendorf;;E14.2333;N52.1833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Radinkendorf;;E14.2667;N52.2167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Karras;;E14.2833;N52.0833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Ahrensdorf;;E14.0833;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Sauen;;E14.2167;N52.2667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Beeskow Krügersdorf;;E14.3333;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Wilmersdorf;;E14.1333;N52.2667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Zeust;;E14.2667;N52.1333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Neubrück (Spree);;E14.2833;N52.2667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Lindow;;E14.3000;N52.1000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Ragow-Merz Merz;;E14.3000;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Pfaffendorf;;E14.1667;N52.2667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Klein Muckrow;;E14.4333;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Herzberg;;E14.1167;N52.2167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf;;E14.1619;N52.2321;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Friedland Chossewitz;;E14.4333;N52.1000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Philadelphia;;E13.8954;N52.2513;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Bugk;;E13.9167;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rieplos;;E13.9066;N52.2835;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Groß Schauen;;E13.9167;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Kummersdorf;;E13.8659;N52.2710;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Alt Stahnsdorf;;E13.8833;N52.2833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark);;E13.8964;N52.2238;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Kehrigk;;E13.9192;N52.1615;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Groß Eichholz;;E13.8667;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Görsdorf bei Storkow;;E13.8333;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Kummersdorf;;E13.8667;N52.2667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Storkow;;E13.9333;N52.2500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Limsdorf;;E14.0167;N52.1667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Wochowsee;;E13.9000;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Schwerin;;E13.8333;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Storkow (Mark) Selchow;;E13.8667;N52.2167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Diensdorf-Radlow;;E14.0500;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf;;E14.1619;N52.2321;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Wendisch Rietz;;E14.0084;N52.2161;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Rietz-Neuendorf Glienicke;;E14.0833;N52.2000;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Doberburg;;E14.2439;N52.0050;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Ullersdorf;;E14.3680;N52.0385;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Friedland;;E14.3104;N52.0943;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Lieberose;;E14.2999;N51.9849;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Friedland Groß Muckrow;;E14.4333;N52.0750;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Leeskow;;E14.4105;N52.0179;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Jamlitz;;E14.3610;N51.9913;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Siehdichum Pohlitz;;E14.5833;N52.1833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Siehdichum;;E14.5333;N52.1944;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Siehdichum Schernsdorf;;E14.4833;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Vogelsang;;E14.6637;N52.1824;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Siehdichum Rießen;;E14.5333;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Schlaubetal Bremsdorf;;E14.5000;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Schlaubetal Fünfeichen;;E14.5333;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Eisenhüttenstadt Schönfließ;;E14.6167;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Schlaubetal Kieselwitz;;E14.5000;N52.1167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Eisenhüttenstadt;;E14.5550;N52.1601;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Schlaubetal;;E14.5111;N52.1289;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Eisenhüttenstadt Fürstenberg;;E14.6667;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Eisenhüttenstadt Diehlo;;E14.6000;N52.1333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Bahro;;E14.5667;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Lawitz;;E14.6415;N52.1070;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Neuzelle;;E14.6333;N52.0833;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Treppeln;;E14.5333;N52.0667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Henzendorf;;E14.5167;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Göhlen;;E14.5833;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle;;E14.6028;N52.0639;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neißemünde Coschen;;E14.7333;N52.0167;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neißemünde Breslack;;E14.7333;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Steinsdorf;;E14.6667;N52.0333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Streichwitz;;E14.6500;N52.0667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neißemünde;;E14.7333;N52.0500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Möbiskruge;;E14.6000;N52.1000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Ossendorf;;E14.5667;N52.0667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Kobbeln;;E14.6500;N52.1000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Schwerzko;;E14.6167;N52.0667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neißemünde Ratzdorf;;E14.7500;N52.0667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neuzelle Bomsdorf;;E14.6500;N52.0333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Neißemünde Wellmitz;;E14.7167;N52.0667;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Lübben (Spreewald);;E13.8852;N51.9455;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Schuhlen-Wiese;;E14.1070;N52.0609;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Pretschen;;E13.9927;N52.0899;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Unterspreewald;;E13.8902;N52.0910;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Schönwald;;E13.7230;N51.9853;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Dürrenhofe;;E13.9488;N52.0258;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Rietzneuendorf-Staakow;;E13.6833;N52.0191;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Kuschkow;;E13.9580;N52.0595;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Krausnick-Groß Wasserburg;;E13.8489;N52.0462;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Hohenbrück-Neu Schadow;;E13.9160;N52.0932;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Alt-Schadow;;E13.9500;N52.1333;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Schlepzig;;E13.9000;N52.0333;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Wittmannsdorf-Bückchen;;E14.0500;N52.0667;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Gröditsch;;E13.9996;N52.0524;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Byhlen;;E14.1862;N51.9093;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Briesensee;;E14.0047;N51.9560;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Alt Zauche;;E14.0149;N51.9168;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Ressen-Zaue;;E14.1620;N52.0359;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Neu Zauche;;E14.0881;N51.9276;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Groß Leuthen;;E14.0374;N52.0380;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Klein Leine;;E14.0571;N51.9738;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Groß Leine;;E14.0636;N51.9970;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Sacrow-Waldow;;E14.1285;N51.9558;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Leibchel;;E14.0777;N52.0290;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Byhleguhre;;E14.1745;N51.8793;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Dollgen;;E14.0385;N52.0180;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Butzen;;E14.1680;N51.9343;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Lamsfeld-Groß Liebitz;;E14.2327;N51.9750;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Krugau;;E13.9827;N52.0272;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Wußwerk;;E14.0504;N51.9270;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Laasow;;E14.1304;N51.9448;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Glietz;;E14.0818;N52.0089;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Mochow;;E14.1893;N51.9780;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Straupitz;;E14.1228;N51.9136;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Biebersdorf;;E13.9741;N51.9847;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Goyatz;;E14.1758;N52.0187;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Jessern;;E14.1944;N52.0242;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Caminchen;;E14.0700;N51.9529;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Bornsdorf;;E13.6939;N51.7732;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Duben;;E13.8074;N51.8976;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Waltersdorf;;E13.6504;N51.8215;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick;;E13.6551;N51.8127;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Gehren;;E13.6469;N51.8033;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Beesdau;;E13.7399;N51.7915;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Goßmar;;E13.6996;N51.8200;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Langengrassau;;E13.6424;N51.8333;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Schlabendorf;;E13.8206;N51.8084;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Riedebeck;;E13.6799;N51.8055;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Cahnsdorf;;E13.7470;N51.8504;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Wüstermarke;;E13.6000;N51.8182;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Görlsdorf;;E13.7554;N51.8181;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Weißack;;E13.6937;N51.7497;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Walddrehna;;E13.6269;N51.7778;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Bersteland Reichwalde;;E13.7256;N51.9273;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Bersteland;;E13.7760;N51.9425;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Falkenberg;;E13.5684;N51.8520;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Bersteland Freiwalde;;E13.7461;N51.9575;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Bersteland Niewitz;;E13.7865;N51.9370;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Luckau;;E13.6741;N51.8297;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Heideblick Pitschen-Pickel;;E13.5905;N51.8715;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Dahmetal;;E13.5000;N51.9067;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Steinreich;;E13.4934;N51.9495;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Steinreich Glienig;;E13.4448;N51.9411;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Dahme/Mark;;E13.4342;N51.8941;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Steinreich Sellendorf;;E13.5419;N51.9588;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Steinreich;;E13.4934;N51.9495;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Golßen;;E13.6011;N51.9720;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Drahnsdorf;;E13.5833;N51.9167;12;
4;DE;Brandenburg;Landkreis Dahme-Spreewald;Kasel-Golzig;;E13.7000;N51.9333;12;
4;DE;Brandenburg;Landkreis Barnim;Eberswalde;;E13.8218;N52.8342;12;
4;DE;Brandenburg;Landkreis Barnim;Eberswalde;;E13.8333;N52.8333;12;
4;DE;Brandenburg;Landkreis Barnim;Breydin;;E13.8153;N52.7694;12;
4;DE;Brandenburg;Landkreis Barnim;Britz;;E13.8112;N52.8873;12;
4;DE;Brandenburg;Landkreis Barnim;Chorin;;E13.8715;N52.9020;12;
4;DE;Brandenburg;Landkreis Barnim;Melchow;;E13.7065;N52.7761;12;
4;DE;Brandenburg;Landkreis Barnim;Sydower Fließ;;E13.7230;N52.7274;12;
4;DE;Brandenburg;Landkreis Barnim;Altenhof;;E13.7132;N52.9148;12;
4;DE;Brandenburg;Landkreis Barnim;Finowfurt;;E13.7578;N52.8583;12;
4;DE;Brandenburg;Landkreis Barnim;Ziethen;;E13.9167;N52.9667;12;
4;DE;Brandenburg;Landkreis Barnim;Friedrichswalde;;E13.7068;N53.0292;12;
4;DE;Brandenburg;Landkreis Barnim;Neugrimnitz;;E13.8297;N52.9752;12;
4;DE;Brandenburg;Landkreis Barnim;Althüttendorf;;E13.8072;N52.9623;12;
4;DE;Brandenburg;Landkreis Barnim;Joachimsthal;;E13.7449;N52.9794;12;
4;DE;Brandenburg;Landkreis Uckermark;Bölkendorf;;E14.0009;N52.9506;12;
4;DE;Brandenburg;Landkreis Barnim;Hohenfinow;;E13.9249;N52.8134;12;
4;DE;Brandenburg;Landkreis Barnim;Oderberg;;E14.0451;N52.8657;12;
4;DE;Brandenburg;Landkreis Barnim;Lunow-Stolzenhagen;;E14.1083;N52.9333;12;
4;DE;Brandenburg;Landkreis Barnim;Niederfinow;;E13.9284;N52.8337;12;
4;DE;Brandenburg;Landkreis Barnim;Liepe;;E13.9695;N52.8621;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Hohensaaten;;E14.1420;N52.8743;12;
4;DE;Brandenburg;Landkreis Barnim;Parsteinsee;;E14.0500;N52.9333;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuenhagen;;E14.0530;N52.8366;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bad Freienwalde;;E14.0304;N52.7873;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Altglietzen;;E14.0896;N52.8342;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Höhenland Wölsickendorf-Wollenberg/ Wollenberg;;E13.8977;N52.7941;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bralitz;;E14.0059;N52.8351;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Schiffmühle;;E14.0446;N52.8068;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neulewin;;E14.2792;N52.7243;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Mädewitz/ Neumädewitz;;E14.3396;N52.7400;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg;;E13.9580;N52.8051;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Höhenland Steinbeck;;E13.8753;N52.7586;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Heckelberg-Brunow Heckelberg;;E13.8414;N52.7403;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Heckelberg-Brunow Brunow;;E13.8740;N52.7297;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neulewin Neulietzegöricke;;E14.2500;N52.7667;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Hohenwutzen;;E14.1184;N52.8441;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg Kruge/Gersdorf/ Gersdorf;;E13.8918;N52.7707;12;
4;DE;Brandenburg;Landkreis Barnim;Tiefensee;;E13.8356;N52.6800;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Beiersdorf-Freudenberg Beiersdorf;;E13.7830;N52.6926;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Beiersdorf-Freudenberg;;E13.8014;N52.6967;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Beiersdorf-Freudenberg Freudenberg;;E13.8199;N52.7007;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Heckelberg-Brunow;;E13.8577;N52.7350;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Neurüdnitz;;E14.1833;N52.8000;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg Kruge/Gersdorf;;E13.8913;N52.7684;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Zäckericker Loose;;E14.2167;N52.7833;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg Kruge/Gersdorf/ Neugersdorf;;E13.9039;N52.7793;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Mädewitz/ Altmädewitz;;E14.3313;N52.7509;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Wustrow;;E14.2107;N52.7621;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg Falkenberg/Mark;;E13.9570;N52.8058;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Altreetz;;E14.1667;N52.7667;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Höhenland;;E13.8823;N52.7534;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Höhenland Wölsickendorf-Wollenberg/ Wölsickendorf;;E13.9049;N52.7638;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg Kruge/Gersdorf/ Kruge;;E13.8783;N52.7553;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Höhenland Wölsickendorf-Wollenberg;;E13.9013;N52.7789;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Neureetz;;E14.1500;N52.7833;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Wustrow/ Neu-Wustrow;;E14.2026;N52.7638;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue;;E14.2042;N52.7773;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenberg Dannenberg/Mark;;E13.9570;N52.7736;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Neuküstrinchen;;E14.1667;N52.8000;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Mädewitz;;E14.3355;N52.7455;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Höhenland Leuenberg;;E13.8701;N52.7227;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neulewin Güstebieser Loose;;E14.3000;N52.7500;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oderaue Wustrow/ Wustrow;;E14.2188;N52.7603;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neulewin Neulewin;;E14.2833;N52.7167;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bliesdorf Metzdorf;;E14.1761;N52.6586;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Wriezener Höhe;;E14.0583;N52.7000;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bliesdorf Bliesdorf;;E14.1500;N52.7000;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bliesdorf Kunersdorf;;E14.1584;N52.6747;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bliesdorf;;E14.1595;N52.6930;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Wriezen;;E14.1343;N52.7209;12;
4;DE;Brandenburg;Landkreis Uckermark;Kerkow;;E13.9883;N53.0373;12;
4;DE;Brandenburg;Landkreis Uckermark;Wolletz;;E13.9014;N53.0249;12;
4;DE;Brandenburg;Landkreis Uckermark;Günterberg;;E13.9640;N53.0971;12;
4;DE;Brandenburg;Landkreis Uckermark;Steinhöfel;;E13.8787;N53.0946;12;
4;DE;Brandenburg;Landkreis Uckermark;Mürow;;E14.0333;N53.0532;12;
4;DE;Brandenburg;Landkreis Uckermark;Neukünkendorf;;E14.0394;N52.9730;12;
4;DE;Brandenburg;Landkreis Uckermark;Welsow;;E14.0022;N53.0692;12;
4;DE;Brandenburg;Landkreis Uckermark;Schöneberg;;E14.1426;N53.0085;12;
4;DE;Brandenburg;Landkreis Uckermark;Crussow;;E14.0801;N52.9998;12;
